aspect_0,aspect_1,aspect_10,aspect_11,aspect_2,aspect_3,aspect_4,aspect_5,aspect_6,aspect_7,aspect_8,aspect_9,meme_s3,opinion_0,opinion_1,opinion_10,opinion_11,opinion_2,opinion_3,opinion_4,opinion_5,opinion_6,opinion_7,opinion_8,opinion_9,sentiment_0,sentiment_1,sentiment_10,sentiment_11,sentiment_2,sentiment_3,sentiment_4,sentiment_5,sentiment_6,sentiment_7,sentiment_8,sentiment_9,source,source_0,source_1,source_10,source_11,source_2,source_3,source_4,source_5,source_6,source_7,source_8,source_9,target_0,target_1,target_10,target_11,target_2,target_3,target_4,target_5,target_6,target_7,target_8,target_9,viewpoint_0,viewpoint_1,viewpoint_10,viewpoint_11,viewpoint_2,viewpoint_3,viewpoint_4,viewpoint_5,viewpoint_6,viewpoint_7,viewpoint_8,viewpoint_9
Aspect: emotional effect on the public,Aspect: camaraderie,Aspect: impact on social interactions,Aspect: impact on social connections,Aspect: social bonds,Aspect: implications,Aspect: emotional state,Aspect: anticipated announcements about social gatherings,Aspect: sense of isolation and loneliness,Aspect: intensity,Aspect: importance,Aspect: impact on social gatherings,https://memett-original.s3.amazonaws.com/img_5745.png,Opinion: anxiety-inducing,Opinion: cherished,Opinion: isolating,Opinion: deeply isolating and anxiety-inducing,Opinion: fragile and uncertain,Opinion: worrisome,Opinion: anxious and nostalgic,Opinion: anxiety-inducing and socially isolating,Opinion: depressing,Opinion: humorously overstated,Opinion: significant and uncertain,Opinion: isolating,Sentiment: negative,Sentiment: positive,Sentiment: negative,Sentiment: negative,Sentiment: negative,Sentiment: negative,Sentiment: negative,Sentiment: negative,Sentiment: negative,Sentiment: negative,Sentiment: negative,Sentiment: negative,TotalDefMeme,4000,4009,4004,4008,4006,4003,4010,4001,4007,4005,4011,4002,Target: the anticipation surrounding PM Lee's speeches on COVID-19 measures,Target: the friends,Target: social restrictions,Target: social restrictions,Target: the social connections of people waiting for a political speech,Target: the wait for PM Lee's speech,Target: the young man,Target: PM Lee's speech,Target: the feeling of waiting for an event,Target: social anxieties,Target: social gatherings,Target: COVID-19 restrictions in Singapore,Viewpoint: The meme views the anticipation surrounding PM Lee's speeches on COVID-19 measures with a negative sentiment because their emotional effect on the public is seen as anxiety-inducing.,Viewpoint: The meme views the friends with a positive sentiment because their camaraderie is seen as cherished.,Viewpoint: The meme views social restrictions with a negative sentiment because their impact on social interactions is seen as isolating.,Viewpoint: The meme views social restrictions with a negative sentiment because their impact on social connections is seen as deeply isolating and anxiety-inducing.,Viewpoint: The meme views the social connections of people waiting for a political speech with a negative sentiment because their social bonds are seen as fragile and uncertain.,Viewpoint: The meme views the wait for PM Lee's speech with a negative sentiment because its implications are seen as worrisome.,Viewpoint: The meme views the young man with a negative sentiment because his emotional state is seen as anxious and nostalgic.,Viewpoint: The meme views PM Lee's speech with a negative sentiment because its anticipated announcements about social gatherings are seen as anxiety-inducing and socially isolating.,Viewpoint: The meme views the feeling of waiting for an event with a negative sentiment because its sense of isolation and loneliness is seen as depressing.,Viewpoint: The meme views social anxieties with a negative sentiment because their intensity is seen as humorously overstated.,Viewpoint: The meme views social gatherings with a negative sentiment because its/his/her/their importance is seen as significant and uncertain.,Viewpoint: The meme views COVID-19 restrictions in Singapore with a negative sentiment because their impact on social gatherings is seen as isolating.
Aspect: difficulty,Aspect: marching skills,Aspect: marching,Aspect: marching skills,Aspect: methods,Aspect: rigor,Aspect: marching ability,Aspect: repetitive exercises,Aspect: repetitive nature,Aspect: marching abilities,Aspect: correction method,Aspect: coordination,https://memett-original.s3.amazonaws.com/img_5269.png,Opinion: exaggeratedly challenging,Opinion: abysmal,"Opinion: slow and uncoordinated, similar to that of stroke patients",Opinion: hilariously poor,Opinion: inefficient and absurd,Opinion: excessively demanding,Opinion: clumsy and inept,Opinion: excessively rigid,Opinion: typical,Opinion: uncoordinated,Opinion: repetitive,Opinion: lacking,Sentiment: negative,Sentiment: negative,Sentiment: negative,Sentiment: negative,Sentiment: negative,Sentiment: negative,Sentiment: negative,Sentiment: negative,Sentiment: neutral,Sentiment: negative,Sentiment: neutral,Sentiment: negative,TotalDefMeme,4007,4004,4010,4001,4006,4011,4008,4005,4002,4003,4000,4009,Target: the recruits' marching at Tekong,Target: military recruits,Target: Tekong recruits,Target: Tekong recruits' marching,Target: the military training practices at Tekong,Target: Tekong training,Target: recruits in military training,Target: military training,Target: SAF training,Target: Tekong recruits,Target: Tekong 3SGs,Target: the recruits in Singapore's national service,Viewpoint: The meme views the recruits' marching at Tekong with a negative sentiment because its difficulty is seen as exaggeratedly challenging.,Viewpoint: The meme views military recruits with a negative sentiment because their marching skills are seen as abysmal.,"Viewpoint: The meme views Tekong recruits with a negative sentiment because their marching is seen as slow and uncoordinated, similar to that of stroke patients.",Viewpoint: The meme views Tekong recruits' marching with a negative sentiment because their marching skills are seen as hilariously poor.,Viewpoint: The meme views the military training practices at Tekong with a negative sentiment because its methods are seen as inefficient and absurd.,Viewpoint: The meme views Tekong training with a negative sentiment because its rigor is seen as excessively demanding.,Viewpoint: The meme views recruits in military training with a negative sentiment because their marching ability is seen as clumsy and inept.,Viewpoint: The meme views military training with a negative sentiment because its repetitive exercises are seen as excessively rigid.,Viewpoint: The meme views SAF training with a neutral sentiment because its repetitive nature is seen as typical.,Viewpoint: The meme views Tekong recruits with a negative sentiment because their marching abilities are seen as uncoordinated.,Viewpoint: The meme views Tekong 3SGs with a neutral sentiment because their correction method is seen as repetitive.,Viewpoint: The meme views the recruits in Singapore's national service with a negative sentiment because their coordination is seen as lacking.
Aspect: handling of National Service policies,Aspect: perceived attitude towards National Service,Aspect: mandatory nature,Aspect: involvement in the National Service debate,Aspect: political career or policies,Aspect: stance,Aspect: aspects,Aspect: presence,Aspect: association with Khaw Boon Wan,Aspect: demeanor,Aspect: expression,Aspect: openness to negative sentiment or criticism,https://memett-original.s3.amazonaws.com/img_4909.png,Opinion: inadequate,Opinion: unsupportive,Opinion: undesirable,Opinion: absurd and controversial,Opinion: controversial or ineffective,Opinion: controversial,Opinion: unfavorable,Opinion: significant in the context of the presentation or lecture,Opinion: questionable or detrimental,Opinion: overly dismissive,Opinion: amused,Opinion: suppressive or lacking transparency,Sentiment: negative,Sentiment: negative,Sentiment: negative,Sentiment: negative,Sentiment: negative,Sentiment: negative,Sentiment: negative,Sentiment: neutral,Sentiment: negative,Sentiment: negative,Sentiment: neutral,Sentiment: negative,TotalDefMeme,4005,4001,4002,4006,4007,4011,4004,4010,4008,4009,4003,4000,Target: Khaw Boon Wan,Target: Khaw Boon Wan's stance on National Service,Target: National Service in Singapore,Target: Khaw Boon Wan,Target: Khaw Boon Wan,Target: Khaw Boon Wan,Target: National Service,Target: Khaw Boon Wan,Target: the NSP (National Solidarity Party),Target: person presenting a negative response,Target: Khaw Boon Wan,Target: the Singaporean establishment's approach to National Service discourse,Viewpoint: The meme views Khaw Boon Wan with a negative sentiment because his handling of National Service policies is seen as inadequate.,Viewpoint: The meme views Khaw Boon Wan's stance on National Service with a negative sentiment because his perceived attitude towards National Service is seen as unsupportive.,Viewpoint: The meme views National Service in Singapore with a negative sentiment because its mandatory nature is seen as undesirable.,Viewpoint: The meme views Khaw Boon Wan with a negative sentiment because his involvement in the National Service debate is seen as absurd and controversial.,Viewpoint: The meme views Khaw Boon Wan with a negative sentiment because his political career or policies are seen as controversial or ineffective.,Viewpoint: The meme views Khaw Boon Wan with a negative sentiment because his stance is seen as controversial.,Viewpoint: The meme views National Service with a negative sentiment because its aspects are seen as unfavorable.,Viewpoint: The meme views Khaw Boon Wan with a neutral sentiment because his presence is seen as significant in the context of the presentation or lecture.,Viewpoint: The meme views the NSP (National Solidarity Party) with a negative sentiment because its association with Khaw Boon Wan is seen as questionable or detrimental.,Viewpoint: The meme views person presenting a negative response with a negative sentiment because their demeanor is seen as overly dismissive.,Viewpoint: The meme views Khaw Boon Wan with a neutral sentiment because his expression is seen as amused.,Viewpoint: The meme views the Singaporean establishment's approach to National Service discourse with a negative sentiment because its openness to negative sentiment or criticism is seen as suppressive or lacking transparency.
Aspect: detachment from the conflict,Aspect: collective progress,Aspect: perceived behavior,Aspect: behavior,Aspect: involvement,Aspect: role in the USA-China conflict,Aspect: interactions,Aspect: role as an observer of the USA-China conflict,Aspect: physical struggle,Aspect: desire for intervention,Aspect: position,Aspect: stance regarding the USA-China conflict,https://memett-original.s3.amazonaws.com/img_5928.png,Opinion: strategic,Opinion: stagnant,Opinion: communicative,Opinion: observational or opportunistic,Opinion: humorous,Opinion: detached and observant,Opinion: absurd and exaggerated,Opinion: passive,Opinion: aggressive,Opinion: detached and amused,Opinion: defeated,Opinion: strategically neutral and detached,Sentiment: positive,Sentiment: negative,Sentiment: neutral,Sentiment: neutral,Sentiment: positive,Sentiment: neutral,Sentiment: negative,Sentiment: neutral,Sentiment: negative,Sentiment: neutral,Sentiment: negative,Sentiment: neutral,TotalDefMeme,4004,4005,4007,4003,4009,4001,4006,4002,4011,4008,4010,4000,Target: Singapore,"Target: the international dynamics between the USA, China, and Singapore",Target: the cultural attitudes of Singapore,Target: Singapore's reaction to the USA-China conflict,Target: Singapore,Target: Singapore,Target: international relations,Target: Singapore's geopolitical position,Target: the interaction between the USA and China,Target: Singapore's stance on the USA-China conflict,Target: the USA,Target: Singapore,Viewpoint: The meme views Singapore with a positive sentiment because its detachment from the conflict is seen as strategic.,"Viewpoint: The meme views the international dynamics between the USA, China, and Singapore with a negative sentiment because their collective progress is seen as stagnant.",Viewpoint: The meme views the cultural attitudes of Singapore with a neutral sentiment because its perceived behavior is seen as communicative.,Viewpoint: The meme views Singapore's reaction to the USA-China conflict with a neutral sentiment because its behavior is seen as observational or opportunistic.,Viewpoint: The meme views Singapore with a positive sentiment because its involvement is seen as humorous.,Viewpoint: The meme views Singapore with a neutral sentiment because its role in the USA-China conflict is seen as detached and observant.,Viewpoint: The meme views international relations with a negative sentiment because their interactions are seen as absurd and exaggerated.,Viewpoint: The meme views Singapore's geopolitical position with a neutral sentiment because its role as an observer of the USA-China conflict is seen as passive.,Viewpoint: The meme views the interaction between the USA and China with a negative sentiment because its/his/her/their physical struggle is seen as aggressive.,Viewpoint: The meme views Singapore's stance on the USA-China conflict with a neutral sentiment because its desire for intervention is seen as detached and amused.,Viewpoint: The meme views the USA with a negative sentiment because its position is seen as defeated.,Viewpoint: The meme views Singapore with a neutral sentiment because its stance regarding the USA-China conflict is seen as strategically neutral and detached.
Aspect: potential for scams,Aspect: importance,Aspect: awareness and vigilance,Aspect: reliability,Aspect: overseas presence,Aspect: law enforcement,Aspect: potential to deceive,Aspect: prevalence,Aspect: credibility,Aspect: reliability,Aspect: overseas attachment program,Aspect: patrol location,https://memett-original.s3.amazonaws.com/img_4823.png,Opinion: threatening,Opinion: essential for personal safety,Opinion: needing to be cautious and alert,Opinion: questionable,Opinion: a sign of its global reach and commitment to public safety,Opinion: effective,Opinion: a threat to public safety,Opinion: alarming,Opinion: questionable,Opinion: dubious,Opinion: an opportunity for officers to gain experience abroad,Opinion: unexpected,Sentiment: negative,Sentiment: positive,Sentiment: neutral,Sentiment: negative,Sentiment: positive,Sentiment: positive,Sentiment: negative,Sentiment: negative,Sentiment: negative,Sentiment: negative,Sentiment: neutral,Sentiment: neutral,TotalDefMeme,4003,4000,4008,4002,4010,4009,4011,4005,4004,4006,4007,4001,Target: online content,Target: public vigilance against scams,Target: internet users,Target: online information,Target: the Singapore Police Force,Target: Singapore's vigilance,Target: online scams,Target: online misinformation,Target: online information,Target: online information,Target: the Singapore Police Force,Target: Singapore Police Force's overseas attachment,Viewpoint: The meme views online content with a negative sentiment because its potential for scams is seen as threatening.,Viewpoint: The meme views public vigilance against scams with a positive sentiment because its importance is seen as essential for personal safety.,Viewpoint: The meme views internet users with a neutral sentiment because their awareness and vigilance is seen as needing to be cautious and alert.,Viewpoint: The meme views online information with a negative sentiment because its reliability is seen as questionable.,Viewpoint: The meme views the Singapore Police Force with a positive sentiment because its overseas presence is seen as a sign of its global reach and commitment to public safety.,Viewpoint: The meme views Singapore's vigilance with a positive sentiment because its law enforcement is seen as effective.,Viewpoint: The meme views online scams with a negative sentiment because its/his/her/their potential to deceive is seen as a threat to public safety.,Viewpoint: The meme views online misinformation with a negative sentiment because its prevalence is seen as alarming.,Viewpoint: The meme views online information with a negative sentiment because its credibility is seen as questionable.,Viewpoint: The meme views online information with a negative sentiment because its reliability is seen as dubious.,Viewpoint: The meme views the Singapore Police Force with a neutral sentiment because its overseas attachment program is seen as an opportunity for officers to gain experience abroad.,Viewpoint: The meme views Singapore Police Force's overseas attachment with a neutral sentiment because their patrol location is seen as unexpected.
Aspect: need for explanations of rules,Aspect: enforcement by BMT personnel,Aspect: strictness,Aspect: enforcement,Aspect: strictness and authority,Aspect: enforcement,Aspect: strictness and enforcement,Aspect: interactions,Aspect: method of rule enforcement,Aspect: nature,Aspect: strictness,Aspect: strict enforcement,https://memett-original.s3.amazonaws.com/img_5099.png,Opinion: tedious,Opinion: overly dramatic and inflexible,Opinion: unquestionable,Opinion: excessively strict,Opinion: arbitrary and exaggerated,Opinion: overly burdensome,Opinion: overly burdensome and rigid,Opinion: frustrating and overly authoritative,Opinion: uncompromising and dismissive,Opinion: unreasonable and burdensome,Opinion: overly burdensome,Opinion: burdensome,Sentiment: negative,Sentiment: negative,Sentiment: negative,Sentiment: negative,Sentiment: negative,Sentiment: negative,Sentiment: negative,Sentiment: negative,Sentiment: neutral,Sentiment: negative,Sentiment: negative,Sentiment: negative,TotalDefMeme,4004,4001,4002,4003,4008,4009,4007,4005,4000,4010,4006,4011,Target: recruits,Target: military rules in basic training,Target: military rules,Target: Basic Military Training rules,Target: military training regulations,Target: the strict regulations of military recruitment,Target: military regulations,Target: the dynamics between recruits and superiors,Target: BMT specialists,Target: the requirement to wear an ID tag and bring a FAD everywhere,Target: military regulations,Target: military training regulations,Viewpoint: The meme views recruits with a negative sentiment because their need for explanations of rules is seen as tedious.,Viewpoint: The meme views military rules in basic training with a negative sentiment because their enforcement by BMT personnel is seen as overly dramatic and inflexible.,Viewpoint: The meme views military rules with a negative sentiment because their strictness is seen as unquestionable.,Viewpoint: The meme views Basic Military Training rules with a negative sentiment because their enforcement is seen as excessively strict.,Viewpoint: The meme views military training regulations with a negative sentiment because their strictness and authority is seen as arbitrary and exaggerated.,Viewpoint: The meme views the strict regulations of military recruitment with a negative sentiment because its enforcement is seen as overly burdensome.,Viewpoint: The meme views military regulations with a negative sentiment because their strictness and enforcement is seen as overly burdensome and rigid.,Viewpoint: The meme views the dynamics between recruits and superiors with a negative sentiment because their interactions are seen as frustrating and overly authoritative.,Viewpoint: The meme views BMT specialists with a neutral sentiment because their method of rule enforcement is seen as uncompromising and dismissive.,Viewpoint: The meme views the requirement to wear an ID tag and bring a FAD everywhere with a negative sentiment because its nature is seen as unreasonable and burdensome.,Viewpoint: The meme views military regulations with a negative sentiment because their strictness is seen as overly burdensome.,Viewpoint: The meme views military training regulations with a negative sentiment because its/his/her/their strict enforcement is seen as burdensome.
Aspect: public perception,Aspect: perceived glamour,Aspect: mundane and humorous nature,Aspect: daily activities,Aspect: public perception,Aspect: understanding,"Aspect: portrayal by various groups (friends, family, superiors, etc.)",Aspect: reality,Aspect: expectations,Aspect: actual nature,Aspect: reality,Aspect: responsibilities,https://memett-original.s3.amazonaws.com/img_4718.png,Opinion: glamorous or exaggerated,Opinion: unrealistically high,Opinion: ironic,Opinion: boring and mundane,Opinion: exaggerated and unrealistic,Opinion: inaccurate,Opinion: inaccurate and often wildly exaggerated,Opinion: much more mundane and grim than the public's perception,Opinion: unrealistic,Opinion: mundane and harsh,Opinion: mundane and frustrating,Opinion: over-exaggerated and often misunderstood by others,Sentiment: neutral,Sentiment: negative,Sentiment: neutral,Sentiment: negative,Sentiment: negative,Sentiment: negative,Sentiment: neutral,Sentiment: negative,Sentiment: negative,Sentiment: negative,Sentiment: negative,Sentiment: negative,TotalDefMeme,4005,4002,4009,4010,4011,4003,4000,4006,4004,4001,4008,4007,Target: the job of a transport operator,Target: the job of a transport operator,Target: my actual job,Target: Transport Operator,Target: the profession of a transport operator,Target: the perceptions of others about a Transport Operator's job,Target: the common perceptions of the Transport Operator vocation,Target: the public's perception of the job of a transport operator,Target: the perceptions of others about transport operators,Target: the reality of the 'Transport Operator' job,Target: the transport operator's job,Target: the job of a transport operator,Viewpoint: The meme views the job of a transport operator with a neutral sentiment because its public perception is seen as glamorous or exaggerated.,Viewpoint: The meme views the job of a transport operator with a negative sentiment because its perceived glamour is seen as unrealistically high.,Viewpoint: The meme views my actual job with a neutral sentiment because its mundane and humorous nature is seen as ironic.,Viewpoint: The meme views Transport Operator with a negative sentiment because its daily activities are seen as boring and mundane.,Viewpoint: The meme views the profession of a transport operator with a negative sentiment because its public perception is seen as exaggerated and unrealistic.,Viewpoint: The meme views the perceptions of others about a Transport Operator's job with a negative sentiment because their understanding is seen as inaccurate.,"Viewpoint: The meme views the common perceptions of the Transport Operator vocation with a neutral sentiment because its portrayal by various groups (friends, family, superiors, etc.) is seen as inaccurate and often wildly exaggerated.",Viewpoint: The meme views the public's perception of the job of a transport operator with a negative sentiment because its reality is seen as much more mundane and grim than the public's perception.,Viewpoint: The meme views the perceptions of others about transport operators with a negative sentiment because their expectations are seen as unrealistic.,Viewpoint: The meme views the reality of the 'Transport Operator' job with a negative sentiment because its actual nature is seen as mundane and harsh.,Viewpoint: The meme views the transport operator's job with a negative sentiment because its reality is seen as mundane and frustrating.,Viewpoint: The meme views the job of a transport operator with a negative sentiment because its responsibilities are seen as over-exaggerated and often misunderstood by others.
Aspect: dining-in practices,Aspect: social gatherings,Aspect: restriction on household groups larger than two,Aspect: rules,Aspect: social interactions,Aspect: strictness,Aspect: practice,Aspect: limitation of group sizes to two people even for the same household,Aspect: disregard for the rules,Aspect: impact on family gatherings,Aspect: enforcement of dining rules,Aspect: strictness of restrictions,https://memett-original.s3.amazonaws.com/img_6845.png,Opinion: excessive or unconventional,Opinion: restricted,Opinion: absurd,Opinion: overly restrictive,Opinion: necessary due to health regulations,Opinion: absurd when juxtaposed with traditional cultural practices,Opinion: incongruous with the historical or cultural context depicted,Opinion: somewhat absurd and inconvenient,Opinion: irresponsible,Opinion: disruptive,Opinion: overly restrictive and intrusive,Opinion: overly strict and absurd,Sentiment: negative,Sentiment: negative,Sentiment: negative,Sentiment: negative,Sentiment: neutral,Sentiment: neutral,Sentiment: negative,Sentiment: negative,Sentiment: negative,Sentiment: negative,Sentiment: negative,Sentiment: negative,TotalDefMeme,4011,4004,4001,4003,4009,4005,4010,4000,4002,4007,4006,4008,Target: Singaporeans,Target: Singaporean households,Target: Singaporean dining-in rules during COVID-19,Target: Singapore's COVID-19 dining restrictions,Target: the practice of Singaporeans dining-in from the same household,Target: COVID-19 regulations in Singapore,Target: Singaporeans dining-in from the same household in groups larger than two,Target: Singapore's November 2021 dining restrictions,Target: Singaporeans who violated COVID-19 dining restrictions,Target: the COVID-19 dining restrictions in Singapore,Target: the Singapore government's COVID-19 dining restrictions,Target: Singapore's COVID-19 policies,Viewpoint: The meme views Singaporeans with a negative sentiment because its dining-in practices are seen as excessive or unconventional.,Viewpoint: The meme views Singaporean households with a negative sentiment because their social gatherings are seen as restricted.,Viewpoint: The meme views Singaporean dining-in rules during COVID-19 with a negative sentiment because their restriction on household groups larger than two is seen as absurd.,Viewpoint: The meme views Singapore's COVID-19 dining restrictions with a negative sentiment because its rules are seen as overly restrictive.,Viewpoint: The meme views the practice of Singaporeans dining-in from the same household with a neutral sentiment because their social interactions are seen as necessary due to health regulations.,Viewpoint: The meme views COVID-19 regulations in Singapore with a neutral sentiment because their strictness is seen as absurd when juxtaposed with traditional cultural practices.,Viewpoint: The meme views Singaporeans dining-in from the same household in groups larger than two with a negative sentiment because its practice is seen as incongruous with the historical or cultural context depicted.,Viewpoint: The meme views Singapore's November 2021 dining restrictions with a negative sentiment because its/their limitation of group sizes to two people even for the same household is/are seen as somewhat absurd and inconvenient.,Viewpoint: The meme views Singaporeans who violated COVID-19 dining restrictions with a negative sentiment because their disregard for the rules is seen as irresponsible.,Viewpoint: The meme views the COVID-19 dining restrictions in Singapore with a negative sentiment because its impact on family gatherings is seen as disruptive.,Viewpoint: The meme views the Singapore government's COVID-19 dining restrictions with a negative sentiment because its enforcement of dining rules is seen as overly restrictive and intrusive.,Viewpoint: The meme views Singapore's COVID-19 policies with a negative sentiment because its strictness of restrictions is seen as overly strict and absurd.
Aspect: dedication to creating memes,Aspect: potential severity,Aspect: exaggeration of minor symptoms,Aspect: feelings after the 2nd vaccine dose,Aspect: behavior,Aspect: insensitivity to actual suffering,Aspect: impact on personal well-being,Aspect: reaction to personal fear and suffering,Aspect: tendency to turn personal experiences into shareable content,Aspect: practice,Aspect: attitude,Aspect: vulnerability,https://memett-original.s3.amazonaws.com/img_5544.png,Opinion: relentless and absurdly committed,Opinion: comically exaggerated,Opinion: humorous,Opinion: exaggerated and worthy of being turned into a meme,Opinion: self-referential and opportunistic,Opinion: callous,Opinion: a source of humor,Opinion: primarily focused on converting the experience into meme content,Opinion: relatable,Opinion: a common and relatable way to cope with minor discomforts,Opinion: resilient,Opinion: exaggerated,Sentiment: neutral,Sentiment: neutral,Sentiment: negative,Sentiment: negative,Sentiment: neutral,Sentiment: negative,Sentiment: negative,Sentiment: neutral,Sentiment: neutral,Sentiment: neutral,Sentiment: positive,Sentiment: negative,TotalDefMeme,4008,4002,4007,4010,4001,4004,4011,4000,4005,4006,4003,4009,Target: meme page admins,Target: COVID-19 vaccination side effects,Target: the discomfort experienced after a vaccine jab,Target: the meme page admin,Target: meme page admins,Target: the act of meme creation from personal suffering,Target: vaccine side effects,Target: meme page admins,Target: meme creators,Target: the act of turning personal experiences of vaccination side effects into memes,Target: the admin's tendency to make memes out of their situation,Target: the meme admin's fear and suffering,Viewpoint: The meme views meme page admins with a neutral sentiment because their dedication to creating memes is seen as relentless and absurdly committed.,Viewpoint: The meme views COVID-19 vaccination side effects with a neutral sentiment because their potential severity is seen as comically exaggerated.,Viewpoint: The meme views the discomfort experienced after a vaccine jab with a negative sentiment because its exaggeration of minor symptoms is seen as humorous.,Viewpoint: The meme views the meme page admin with a negative sentiment because their feelings after the 2nd vaccine dose are seen as exaggerated and worthy of being turned into a meme.,Viewpoint: The meme views meme page admins with a neutral sentiment because their behavior is seen as self-referential and opportunistic.,Viewpoint: The meme views the act of meme creation from personal suffering with a negative sentiment because its insensitivity to actual suffering is seen as callous.,Viewpoint: The meme views vaccine side effects with a negative sentiment because its/his/her/their impact on personal well-being is seen as a source of humor.,Viewpoint: The meme views meme page admins with a neutral sentiment because their reaction to personal fear and suffering is seen as primarily focused on converting the experience into meme content.,Viewpoint: The meme views meme creators with a neutral sentiment because their tendency to turn personal experiences into shareable content is seen as relatable.,Viewpoint: The meme views the act of turning personal experiences of vaccination side effects into memes with a neutral sentiment because its practice is seen as a common and relatable way to cope with minor discomforts.,Viewpoint: The meme views the admin's tendency to make memes out of their situation with a positive sentiment because their attitude is seen as resilient.,Viewpoint: The meme views the meme admin's fear and suffering with a negative sentiment because its aspect of vulnerability is seen as exaggerated.
Aspect: modern interpretation in meme culture,Aspect: counterparts in a fantasy world,Aspect: roles,Aspect: mundane nature,Aspect: imaginative interpretation of their roles,Aspect: concept,Aspect: alter-ego in a fantasy world,Aspect: daily tasks,"Aspect: mundane, office-based nature",Aspect: aspect as a career path,Aspect: being an alter-ego in a fantasy world,Aspect: being an alter-ego,https://memett-original.s3.amazonaws.com/img_4260.png,Opinion: ironically incongruous,Opinion: absurdly disconnected,Opinion: exaggerated and parodic representations of real-world occupations,Opinion: humorously incongruous,Opinion: humorous and exaggerated,Opinion: familiar and relatable,Opinion: intense and exaggerated,Opinion: unglamorous,Opinion: comically unimpressive when juxtaposed with heroic fantasy vocations,Opinion: exciting and adventurous akin to a fantasy character class,Opinion: adventurous,Opinion: fantastical,Sentiment: negative,Sentiment: neutral,Sentiment: neutral,Sentiment: negative,Sentiment: positive,Sentiment: neutral,Sentiment: negative,Sentiment: negative,Sentiment: negative,Sentiment: positive,Sentiment: positive,Sentiment: positive,TotalDefMeme,4001,4005,4006,4003,4008,4010,4007,4002,4000,4009,4011,4004,Target: the concept of vocation,Target: real-life vocations,Target: fantasy role-playing game (RPG) character classes,Target: the real-world occupation represented by 'ASA',Target: people's perception of their jobs,"Target: ""vocation""",Target: vocation,Target: administrative jobs,"Target: the ""ASA"" role",Target: Vocation,Target: vocation,Target: vocation,Viewpoint: The meme views the concept of vocation with a negative sentiment because its modern interpretation in meme culture is seen as ironically incongruous.,Viewpoint: The meme views real-life vocations with a neutral sentiment because their counterparts in a fantasy world are seen as absurdly disconnected.,Viewpoint: The meme views fantasy role-playing game (RPG) character classes with a neutral sentiment because their roles are seen as exaggerated and parodic representations of real-world occupations.,Viewpoint: The meme views the real-world occupation represented by 'ASA' with a negative sentiment because its mundane nature is seen as humorously incongruous.,Viewpoint: The meme views people's perception of their jobs with a positive sentiment because their imaginative interpretation of their roles is seen as humorous and exaggerated.,"Viewpoint: The meme views ""vocation"" with a neutral sentiment because its concept is seen as familiar and relatable.",Viewpoint: The meme views vocation with a negative sentiment because its alter-ego in a fantasy world is seen as intense and exaggerated.,Viewpoint: The meme views administrative jobs with a negative sentiment because their daily tasks are seen as unglamorous.,"Viewpoint: The meme views the ""ASA"" role with a negative sentiment because its mundane, office-based nature is seen as comically unimpressive when juxtaposed with heroic fantasy vocations.",Viewpoint: The meme views Vocation with a positive sentiment because its aspect as a career path is seen as exciting and adventurous akin to a fantasy character class.,Viewpoint: The meme views vocation with a positive sentiment because its aspect of being an alter-ego in a fantasy world is seen as adventurous.,Viewpoint: The meme views vocation with a positive sentiment because its aspect of being an alter-ego is seen as fantastical.
