aspect_0,aspect_1,aspect_10,aspect_11,aspect_2,aspect_3,aspect_4,aspect_5,aspect_6,aspect_7,aspect_8,aspect_9,meme_s3,opinion_0,opinion_1,opinion_10,opinion_11,opinion_2,opinion_3,opinion_4,opinion_5,opinion_6,opinion_7,opinion_8,opinion_9,sentiment_0,sentiment_1,sentiment_10,sentiment_11,sentiment_2,sentiment_3,sentiment_4,sentiment_5,sentiment_6,sentiment_7,sentiment_8,sentiment_9,source,source_0,source_1,source_10,source_11,source_2,source_3,source_4,source_5,source_6,source_7,source_8,source_9,target_0,target_1,target_10,target_11,target_2,target_3,target_4,target_5,target_6,target_7,target_8,target_9,viewpoint_0,viewpoint_1,viewpoint_10,viewpoint_11,viewpoint_2,viewpoint_3,viewpoint_4,viewpoint_5,viewpoint_6,viewpoint_7,viewpoint_8,viewpoint_9
Aspect: pandemic response,Aspect: timing,Aspect: response to the public health crisis,Aspect: handling of COVID-19 testing,Aspect: timing,Aspect: response time to the COVID-19 pandemic,Aspect: timing of announcing the delivery of 5 million test kits,Aspect: response to the crisis,Aspect: response to the COVID-19 pandemic regarding test kit delivery,Aspect: announcement of 5 million test kits,Aspect: delivery of test kits,Aspect: timing of the test kit delivery announcement,https://memett-original.s3.amazonaws.com/covid_memes_5439.png,Opinion: delayed and ineffective,Opinion: too late,Opinion: delayed and insufficient,Opinion: inadequate,Opinion: poorly executed,Opinion: too slow,Opinion: too late,Opinion: belated,Opinion: untimely and inadequate,Opinion: too late,Opinion: too late,Opinion: untimely,Sentiment: negative,Sentiment: negative,Sentiment: negative,Sentiment: negative,Sentiment: negative,Sentiment: negative,Sentiment: negative,Sentiment: negative,Sentiment: negative,Sentiment: negative,Sentiment: negative,Sentiment: negative,Harm-C,4004,4007,4008,4011,4009,4003,4006,4002,4000,4010,4001,4005,Target: Trump's administration,Target: the Trump administration's announcement of delivering 5 million test kits,Target: Trump's administration,Target: the Trump administration,Target: the Trump administration's announcement of test kit delivery,Target: Trump's administration,Target: Donald Trump's administration,Target: Trump's administration,Target: Trump's administration,Target: the Trump administration,Target: Trump's administration,Target: the Trump administration,Viewpoint: The meme views Trump's administration with a negative sentiment because its pandemic response is seen as delayed and ineffective.,Viewpoint: The meme views the Trump administration's announcement of delivering 5 million test kits with a negative sentiment because its timing is seen as too late.,Viewpoint: The meme views Trump's administration with a negative sentiment because its response to the public health crisis is seen as delayed and insufficient.,Viewpoint: The meme views the Trump administration with a negative sentiment because its handling of COVID-19 testing is seen as inadequate.,Viewpoint: The meme views the Trump administration's announcement of test kit delivery with a negative sentiment because its timing is seen as poorly executed.,Viewpoint: The meme views Trump's administration with a negative sentiment because its response time to the COVID-19 pandemic is seen as too slow.,Viewpoint: The meme views Donald Trump's administration with a negative sentiment because its timing of announcing the delivery of 5 million test kits is seen as too late.,Viewpoint: The meme views Trump's administration with a negative sentiment because its response to the crisis is seen as belated.,Viewpoint: The meme views Trump's administration with a negative sentiment because its response to the COVID-19 pandemic regarding test kit delivery is seen as untimely and inadequate.,Viewpoint: The meme views the Trump administration with a negative sentiment because its announcement of 5 million test kits is seen as too late.,Viewpoint: The meme views Trump's administration with a negative sentiment because its delivery of test kits is seen as too late.,Viewpoint: The meme views the Trump administration with a negative sentiment because its timing of the test kit delivery announcement is seen as untimely.
Aspect: advocacy,Aspect: logic and effectiveness,Aspect: extreme measures,Aspect: perceived effectiveness,Aspect: feasibility and logic,Aspect: simplicity,Aspect: implementation,Aspect: literal interpretation,Aspect: effectiveness for American safety,Aspect: feasibility,Aspect: confidence in the border wall as a solution,Aspect: problem-solving approach,https://memett-original.s3.amazonaws.com/covid_memes_635.png,Opinion: exaggerated,Opinion: absurd and nonsensical,Opinion: unnecessary and exaggerated,Opinion: laughably inadequate,Opinion: absurd,Opinion: absurd,Opinion: extreme and unnecessary,Opinion: ineffective,Opinion: absurd and ineffective,Opinion: highly impractical and absurd,Opinion: overly simplistic and inadequate,Opinion: absurd,Sentiment: negative,Sentiment: negative,Sentiment: negative,Sentiment: negative,Sentiment: negative,Sentiment: negative,Sentiment: negative,Sentiment: negative,Sentiment: negative,Sentiment: negative,Sentiment: negative,Sentiment: negative,Harm-C,4005,4000,4011,4002,4003,4007,4010,4009,4001,4006,4008,4004,Target: Donald Trump's rhetoric,Target: Donald Trump's proposed border wall policy,Target: the proposal to build a wall to secure the U.S. border,Target: Donald Trump's border wall proposal,Target: Donald Trump's wall proposal,Target: Donald Trump's proposal for a wall,Target: the idea of building a wall to keep America safe,Target: the idea of a wall to keep America safe,Target: Donald Trump's border wall proposal,Target: Donald Trump's proposed border wall,Target: Donald Trump,Target: Donald Trump's border wall proposal,Viewpoint: The meme views Donald Trump's rhetoric with a negative sentiment because his advocacy is seen as exaggerated.,Viewpoint: The meme views Donald Trump's proposed border wall policy with a negative sentiment because its logic and effectiveness is/are seen as absurd and nonsensical.,Viewpoint: The meme views the proposal to build a wall to secure the U.S. border with a negative sentiment because its aspect of extreme measures is seen as unnecessary and exaggerated.,Viewpoint: The meme views Donald Trump's border wall proposal with a negative sentiment because its perceived effectiveness is seen as laughably inadequate.,Viewpoint: The meme views Donald Trump's wall proposal with a negative sentiment because its feasibility and logic are seen as absurd.,Viewpoint: The meme views Donald Trump's proposal for a wall with a negative sentiment because its simplicity is seen as absurd.,Viewpoint: The meme views the idea of building a wall to keep America safe with a negative sentiment because its implementation is seen as extreme and unnecessary.,Viewpoint: The meme views the idea of a wall to keep America safe with a negative sentiment because its literal interpretation is seen as ineffective.,Viewpoint: The meme views Donald Trump's border wall proposal with a negative sentiment because its effectiveness for American safety is seen as absurd and ineffective.,Viewpoint: The meme views Donald Trump's proposed border wall with a negative sentiment because its feasibility is seen as highly impractical and absurd.,Viewpoint: The meme views Donald Trump with a negative sentiment because his confidence in the border wall as a solution is seen as overly simplistic and inadequate.,Viewpoint: The meme views Donald Trump's border wall proposal with a negative sentiment because its problem-solving approach is seen as absurd.
Aspect: handling of the coronavirus pandemic,Aspect: priorities regarding the Coronavirus pandemic and his impeachment trial,Aspect: response to the coronavirus pandemic,Aspect: handling of the COVID-19 pandemic,Aspect: prioritization of political interests over public safety,Aspect: priorities during the coronavirus pandemic,Aspect: leadership,Aspect: handling of the COVID-19 pandemic,Aspect: response to the coronavirus,Aspect: handling of the coronavirus pandemic,Aspect: handling of the crisis,Aspect: actions during the impeachment trial,https://memett-original.s3.amazonaws.com/covid_memes_2272.png,Opinion: politically motivated,Opinion: self-serving and negligent towards public health,Opinion: politically motivated and inadequate,Opinion: self-serving,Opinion: misguided,Opinion: self-serving and politically motivated,Opinion: self-interested and inadequate,Opinion: negligent,Opinion: inadequate,Opinion: negligent and politically motivated,Opinion: inadequate and irresponsible,Opinion: insufficient in the context of the potential threat posed by the coronavirus,Sentiment: negative,Sentiment: negative,Sentiment: negative,Sentiment: negative,Sentiment: negative,Sentiment: negative,Sentiment: negative,Sentiment: negative,Sentiment: negative,Sentiment: negative,Sentiment: negative,Sentiment: negative,Harm-C,4003,4000,4006,4002,4004,4001,4005,4011,4009,4008,4007,4010,Target: Donald Trump,Target: Donald Trump,Target: Donald Trump,Target: Donald Trump,Target: Donald Trump's priorities,Target: Donald Trump,Target: Donald Trump,Target: Donald Trump,Target: Donald Trump,Target: Donald Trump,Target: Donald Trump's response to the coronavirus pandemic,Target: Donald Trump,Viewpoint: The meme views Donald Trump with a negative sentiment because his handling of the coronavirus pandemic is seen as politically motivated.,Viewpoint: The meme views Donald Trump with a negative sentiment because his priorities regarding the Coronavirus pandemic and his impeachment trial are seen as self-serving and negligent towards public health.,Viewpoint: The meme views Donald Trump with a negative sentiment because his response to the coronavirus pandemic is seen as politically motivated and inadequate.,Viewpoint: The meme views Donald Trump with a negative sentiment because his handling of the COVID-19 pandemic is seen as self-serving.,Viewpoint: The meme views Donald Trump's priorities with a negative sentiment because their prioritization of political interests over public safety is seen as misguided.,Viewpoint: The meme views Donald Trump with a negative sentiment because his priorities during the coronavirus pandemic are seen as self-serving and politically motivated.,Viewpoint: The meme views Donald Trump with a negative sentiment because his leadership is seen as self-interested and inadequate.,Viewpoint: The meme views Donald Trump with a negative sentiment because its/his handling of the COVID-19 pandemic is seen as negligent.,Viewpoint: The meme views Donald Trump with a negative sentiment because his response to the coronavirus is seen as inadequate.,Viewpoint: The meme views Donald Trump with a negative sentiment because his handling of the coronavirus pandemic is seen as negligent and politically motivated.,Viewpoint: The meme views Donald Trump's response to the coronavirus pandemic with a negative sentiment because his handling of the crisis is seen as inadequate and irresponsible.,Viewpoint: The meme views Donald Trump with a negative sentiment because his actions during the impeachment trial are seen as insufficient in the context of the potential threat posed by the coronavirus.
Aspect: mismanagement,Aspect: response,Aspect: handling of the COVID-19 pandemic,Aspect: initial assessment of the COVID-19 situation in February 2020,Aspect: belief in the number of COVID-19 cases,Aspect: leadership,Aspect: handling of the COVID-19 pandemic,Aspect: suitability to manage the COVID-19 pandemic response,Aspect: statements regarding the COVID-19 pandemic,Aspect: approach to the COVID-19 pandemic,Aspect: approach to managing COVID-19 cases,Aspect: handling of the COVID-19 situation,https://memett-original.s3.amazonaws.com/covid_memes_5577.png,Opinion: a significant threat to public health,Opinion: incompetent and dangerous,Opinion: dangerously incompetent,Opinion: dangerously incompetent,Opinion: severely underestimating the situation,Opinion: incompetent,Opinion: incompetent and dismissive,Opinion: inadequately reliant on prayer instead of practical action,Opinion: irresponsible and potentially dangerous,Opinion: inadequate,Opinion: dangerously ineffective,Opinion: incompetent and dangerous,Sentiment: negative,Sentiment: negative,Sentiment: negative,Sentiment: negative,Sentiment: negative,Sentiment: negative,Sentiment: negative,Sentiment: negative,Sentiment: negative,Sentiment: negative,Sentiment: negative,Sentiment: negative,Harm-C,4011,4007,4006,4001,4008,4005,4002,4000,4010,4003,4004,4009,Target: the COVID-19 pandemic response,Target: Donald Trump's handling of the COVID-19 pandemic,Target: Donald Trump,Target: Donald Trump,Target: Donald Trump,Target: Donald Trump,Target: Donald Trump,Target: Mike Pence,Target: Donald Trump,Target: Mike Pence,Target: Donald Trump's pandemic response strategy,Target: Donald Trump,Viewpoint: The meme views the COVID-19 pandemic response with a negative sentiment because its mismanagement is seen as a significant threat to public health.,Viewpoint: The meme views Donald Trump's handling of the COVID-19 pandemic with a negative sentiment because his response is seen as incompetent and dangerous.,Viewpoint: The meme views Donald Trump with a negative sentiment because his handling of the COVID-19 pandemic is seen as dangerously incompetent.,Viewpoint: The meme views Donald Trump with a negative sentiment because his initial assessment of the COVID-19 situation in February 2020 is seen as dangerously incompetent.,Viewpoint: The meme views Donald Trump with a negative sentiment because his belief in the number of COVID-19 cases is seen as severely underestimating the situation.,Viewpoint: The meme views Donald Trump with a negative sentiment because his leadership is seen as incompetent.,Viewpoint: The meme views Donald Trump with a negative sentiment because his handling of the COVID-19 pandemic is seen as incompetent and dismissive.,Viewpoint: The meme views Mike Pence with a negative sentiment because his suitability to manage the COVID-19 pandemic response is seen as inadequately reliant on prayer instead of practical action.,Viewpoint: The meme views Donald Trump with a negative sentiment because his statements regarding the COVID-19 pandemic are seen as irresponsible and potentially dangerous.,Viewpoint: The meme views Mike Pence with a negative sentiment because his approach to the COVID-19 pandemic is seen as inadequate.,Viewpoint: The meme views Donald Trump's pandemic response strategy with a negative sentiment because his approach to managing COVID-19 cases is seen as dangerously ineffective.,Viewpoint: The meme views Donald Trump with a negative sentiment because his handling of the COVID-19 situation is seen as incompetent and dangerous.
Aspect: fever,Aspect: behavior,Aspect: need for rest,Aspect: behavior,Aspect: caution aspect,Aspect: experience,Aspect: behavior,Aspect: perceived severity,Aspect: severity,Aspect: situation,Aspect: perceived behavior when infected,Aspect: carefree attitude,https://memett-original.s3.amazonaws.com/covid_memes_4413.png,Opinion: higher than normal,Opinion: careless,Opinion: reasonable,Opinion: irresponsible,Opinion: inadequate,Opinion: exaggerated and overblown,Opinion: inappropriately active and dismissive of illness,Opinion: understated,Opinion: exaggerated,Opinion: difficult and challenging,Opinion: irresponsible and conducive to spreading the virus globally,Opinion: irresponsible,Sentiment: negative,Sentiment: negative,Sentiment: neutral,Sentiment: negative,Sentiment: negative,Sentiment: negative,Sentiment: negative,Sentiment: negative,Sentiment: negative,Sentiment: negative,Sentiment: negative,Sentiment: negative,Harm-C,4007,4005,4009,4003,4004,4008,4001,4002,4010,4006,4000,4011,Target: people with Corona Virus,Target: people's attitudes toward COVID-19,Target: people with normal fever,Target: people with COVID-19,Target: individuals with Coronavirus,Target: people with the coronavirus,Target: people with coronavirus,Target: people's reactions to the coronavirus,Target: the Corona Virus,Target: people with the coronavirus,Target: people with Coronavirus,Target: people with Corona Virus,Viewpoint: The meme views people with Corona Virus with a negative sentiment because their fever is seen as higher than normal.,Viewpoint: The meme views people's attitudes toward COVID-19 with a negative sentiment because their behavior is seen as careless.,Viewpoint: The meme views people with normal fever with a neutral sentiment because their need for rest is seen as reasonable.,Viewpoint: The meme views people with COVID-19 with a negative sentiment because their behavior is seen as irresponsible.,Viewpoint: The meme views individuals with Coronavirus with a negative sentiment because their caution aspect is seen as inadequate.,Viewpoint: The meme views people with the coronavirus with a negative sentiment because their experience is seen as exaggerated and overblown.,Viewpoint: The meme views people with coronavirus with a negative sentiment because their behavior is seen as inappropriately active and dismissive of illness.,Viewpoint: The meme views people's reactions to the coronavirus with a negative sentiment because their perceived severity is seen as understated.,Viewpoint: The meme views the Corona Virus with a negative sentiment because its severity is seen as exaggerated.,Viewpoint: The meme views people with the coronavirus with a negative sentiment because their situation is seen as difficult and challenging.,Viewpoint: The meme views people with Coronavirus with a negative sentiment because their perceived behavior when infected is seen as irresponsible and conducive to spreading the virus globally.,Viewpoint: The meme views people with Corona Virus with a negative sentiment because their carefree attitude is seen as irresponsible.
Aspect: effectiveness,Aspect: lack of action,Aspect: progress,Aspect: transportation choice,Aspect: approach,Aspect: journey,Aspect: approach,Aspect: effectiveness,Aspect: users' choice of transportation,Aspect: evolution over time,Aspect: ineffectiveness,Aspect: effectiveness or comprehensiveness,https://memett-original.s3.amazonaws.com/covid_memes_1398.png,Opinion: diminished,Opinion: ineffective,Opinion: disappointing,Opinion: humorously downsized due to life's mishaps,Opinion: overly complex and ineffective,Opinion: riddled with mishaps,Opinion: ineffective,Opinion: declining,Opinion: resulting from unfortunate circumstances,Opinion: a shift from detailed planning to willful ignorance,Opinion: absurd and impractical,Opinion: reduced or simplified,Sentiment: negative,Sentiment: negative,Sentiment: negative,Sentiment: neutral,Sentiment: negative,Sentiment: neutral,Sentiment: negative,Sentiment: negative,Sentiment: positive,Sentiment: negative,Sentiment: negative,Sentiment: negative,Harm-C,4003,4007,4009,4001,4011,4005,4004,4006,4002,4000,4010,4008,Target: America's COVID strategy,Target: America's COVID strategy,Target: America's COVID strategy,Target: one-wheel users,Target: America's COVID strategy,Target: the man,Target: America's COVID strategy,Target: America's COVID-19 strategy,Target: one-wheeled electric scooters,Target: America's COVID strategy,Target: America's COVID strategy,Target: America’s COVID strategy,Viewpoint: The meme views America's COVID strategy with a negative sentiment because its effectiveness is seen as diminished.,Viewpoint: The meme views America's COVID strategy with a negative sentiment because its lack of action is seen as ineffective.,Viewpoint: The meme views America's COVID strategy with a negative sentiment because its progress is seen as disappointing.,Viewpoint: The meme views one-wheel users with a neutral sentiment because their transportation choice is seen as humorously downsized due to life's mishaps.,Viewpoint: The meme views America's COVID strategy with a negative sentiment because its approach is seen as overly complex and ineffective.,Viewpoint: The meme views the man with a neutral sentiment because his journey is seen as riddled with mishaps.,Viewpoint: The meme views America's COVID strategy with a negative sentiment because its approach is seen as ineffective.,Viewpoint: The meme views America's COVID-19 strategy with a negative sentiment because its effectiveness is seen as declining.,Viewpoint: The meme views one-wheeled electric scooters with a positive sentiment because their users' choice of transportation is seen as resulting from unfortunate circumstances.,Viewpoint: The meme views America's COVID strategy with a negative sentiment because its evolution over time is seen as a shift from detailed planning to willful ignorance.,Viewpoint: The meme views America's COVID strategy with a negative sentiment because its ineffectiveness is seen as absurd and impractical.,Viewpoint: The meme views America’s COVID strategy with a negative sentiment because its effectiveness or comprehensiveness is seen as reduced or simplified.
Aspect: focus on trivial details,Aspect: cautiousness,Aspect: behavior,Aspect: tendency to be nosy and judgmental,Aspect: behavior,Aspect: behavior,Aspect: trivial concerns,Aspect: resulting boredom,Aspect: tendency to scrutinize and gossip about others' private habits,Aspect: behavior,Aspect: behavior,Aspect: impact,https://memett-original.s3.amazonaws.com/covid_memes_862.png,Opinion: overly nosy,Opinion: overly cautious,Opinion: gossipy and alcohol-dependent,Opinion: exaggerated and silly,Opinion: intrusive,Opinion: nosy and petty,Opinion: exaggerated and absurd,Opinion: leading to amusingly nosy and judgmental behavior towards neighbors,Opinion: intrusive and judgmental,Opinion: invasive,Opinion: entitled and meddlesome,Opinion: causing people to become overly aware of their surroundings and the activities of others,Sentiment: negative,Sentiment: neutral,Sentiment: negative,Sentiment: negative,Sentiment: negative,Sentiment: negative,Sentiment: negative,Sentiment: neutral,Sentiment: negative,Sentiment: negative,Sentiment: negative,Sentiment: negative,Harm-C,4007,4009,4002,4008,4006,4003,4011,4000,4001,4004,4005,4010,Target: the curiosity of people during the COVID-19 pandemic,Target: human behavior during COVID-19,Target: people during the COVID-19 pandemic,Target: people during the COVID-19 pandemic,Target: nosy neighbors,Target: people during the COVID-19 pandemic,Target: the impact of COVID-19,Target: people under COVID-19 lockdown,Target: nosy neighbors,Target: people,Target: the 'Karen' stereotype,Target: the COVID-19 pandemic,Viewpoint: The meme views the curiosity of people during the COVID-19 pandemic with a negative sentiment because their focus on trivial details is seen as overly nosy.,Viewpoint: The meme views human behavior during COVID-19 with a neutral sentiment because its cautiousness is seen as overly cautious.,Viewpoint: The meme views people during the COVID-19 pandemic with a negative sentiment because their behavior is seen as gossipy and alcohol-dependent.,Viewpoint: The meme views people during the COVID-19 pandemic with a negative sentiment because their tendency to be nosy and judgmental is seen as exaggerated and silly.,Viewpoint: The meme views nosy neighbors with a negative sentiment because their behavior is seen as intrusive.,Viewpoint: The meme views people during the COVID-19 pandemic with a negative sentiment because their behavior is seen as nosy and petty.,Viewpoint: The meme views the impact of COVID-19 with a negative sentiment because its/his/her/their trivial concerns are seen as exaggerated and absurd.,Viewpoint: The meme views people under COVID-19 lockdown with a neutral sentiment because their resulting boredom is seen as leading to amusingly nosy and judgmental behavior towards neighbors.,Viewpoint: The meme views nosy neighbors with a negative sentiment because their tendency to scrutinize and gossip about others' private habits is seen as intrusive and judgmental.,Viewpoint: The meme views people with a negative sentiment because their behavior is seen as invasive.,Viewpoint: The meme views the 'Karen' stereotype with a negative sentiment because her behavior is seen as entitled and meddlesome.,Viewpoint: The meme views the COVID-19 pandemic with a negative sentiment because its impact is seen as causing people to become overly aware of their surroundings and the activities of others.
Aspect: physical representation,Aspect: professional capabilities,Aspect: behavior,Aspect: effectiveness,Aspect: effectiveness,Aspect: use of technology,Aspect: effectiveness,Aspect: expression,Aspect: protective methods,Aspect: appropriateness,Aspect: importance,Aspect: effectiveness,https://memett-original.s3.amazonaws.com/covid_memes_385.png,Opinion: absurd,Opinion: impressive,Opinion: excessively cautious or absurd,Opinion: hilariously inadequate,Opinion: questionable,Opinion: outdated,Opinion: impressive,Opinion: surprised,Opinion: ridiculously overcautious,Opinion: absurdly literal and completely ineffective,Opinion: crucial,Opinion: questionable,Sentiment: negative,Sentiment: positive,Sentiment: negative,Sentiment: negative,Sentiment: negative,Sentiment: negative,Sentiment: positive,Sentiment: neutral,Sentiment: negative,Sentiment: negative,Sentiment: positive,Sentiment: negative,Harm-C,4007,4011,4008,4001,4005,4003,4009,4010,4004,4000,4006,4002,Target: antivirus software,Target: the Norton AntiVirus software,Target: the person,Target: outdated protection methods,Target: outdated protective measures,Target: the man,Target: Norton AntiVirus,Target: the person,Target: people who use antivirus CDs as masks,Target: the act of using computer antivirus software for biological virus protection,Target: cybersecurity,Target: COVID-19 protective measures,Viewpoint: The meme views antivirus software with a negative sentiment because its physical representation is seen as absurd.,Viewpoint: The meme views the Norton AntiVirus software with a positive sentiment because its professional capabilities are seen as impressive.,Viewpoint: The meme views the person with a negative sentiment because their behavior is seen as excessively cautious or absurd.,Viewpoint: The meme views outdated protection methods with a negative sentiment because their effectiveness is seen as hilariously inadequate.,Viewpoint: The meme views outdated protective measures with a negative sentiment because their effectiveness is seen as questionable.,Viewpoint: The meme views the man with a negative sentiment because his use of technology is seen as outdated.,Viewpoint: The meme views Norton AntiVirus with a positive sentiment because its effectiveness is seen as impressive.,Viewpoint: The meme views the person with a neutral sentiment because their expression is seen as surprised.,Viewpoint: The meme views people who use antivirus CDs as masks with a negative sentiment because their protective methods are seen as ridiculously overcautious.,Viewpoint: The meme views the act of using computer antivirus software for biological virus protection with a negative sentiment because its appropriateness is seen as absurdly literal and completely ineffective.,Viewpoint: The meme views cybersecurity with a positive sentiment because its importance is seen as crucial.,Viewpoint: The meme views COVID-19 protective measures with a negative sentiment because their effectiveness is seen as questionable.
Aspect: handling of the coronavirus pandemic,Aspect: coronavirus case status,Aspect: authenticity,Aspect: lack of COVID-19 cases,Aspect: supposed achievement of having no COVID-19 cases,Aspect: COVID-19 management,Aspect: perceived safety,Aspect: lack of COVID-19 cases,Aspect: COVID-19 management,Aspect: achievement,Aspect: ability to avoid the coronavirus,Aspect: challenges,https://memett-original.s3.amazonaws.com/covid_memes_5113.png,Opinion: effective,Opinion: commendable,Opinion: laughably absurd,Opinion: surprisingly commendable,Opinion: ironically commendable due to its fictional nature,Opinion: successful,Opinion: ironic,Opinion: a remarkable achievement,Opinion: successful,Opinion: significant and commendable,Opinion: remarkable and noteworthy,Opinion: overwhelming and exhausting,Sentiment: positive,Sentiment: positive,Sentiment: negative,Sentiment: positive,Sentiment: neutral,Sentiment: positive,Sentiment: negative,Sentiment: positive,Sentiment: positive,Sentiment: positive,Sentiment: positive,Sentiment: negative,Harm-C,4004,4011,4005,4002,4000,4001,4007,4009,4003,4010,4008,4006,Target: Dholakpur,Target: Dholakpur,Target: boasting about nonexistent achievements,Target: Dholakpur,Target: Dholakpur,Target: Dholakpur,Target: the lack of reported COVID-19 cases in Dholakpur,Target: Dholaikpur,Target: Dholakpur,Target: the absence of a single case of coronavirus in Dholakpur,Target: Dholakpur,Target: the efforts to manage the COVID-19 pandemic,Viewpoint: The meme views Dholakpur with a positive sentiment because its handling of the coronavirus pandemic is seen as effective.,Viewpoint: The meme views Dholakpur with a positive sentiment because its coronavirus case status is seen as commendable.,Viewpoint: The meme views boasting about nonexistent achievements with a negative sentiment because its authenticity is seen as laughably absurd.,Viewpoint: The meme views Dholakpur with a positive sentiment because its lack of COVID-19 cases is seen as surprisingly commendable.,Viewpoint: The meme views Dholakpur with a neutral sentiment because its supposed achievement of having no COVID-19 cases is seen as ironically commendable due to its fictional nature.,Viewpoint: The meme views Dholakpur with a positive sentiment because its COVID-19 management is seen as successful.,Viewpoint: The meme views the lack of reported COVID-19 cases in Dholakpur with a negative sentiment because its perceived safety is seen as ironic.,Viewpoint: The meme views Dholaikpur with a positive sentiment because its lack of COVID-19 cases is seen as a remarkable achievement.,Viewpoint: The meme views Dholakpur with a positive sentiment because its COVID-19 management is seen as successful.,Viewpoint: The meme views the absence of a single case of coronavirus in Dholakpur with a positive sentiment because its achievement is seen as significant and commendable.,Viewpoint: The meme views Dholakpur with a positive sentiment because its ability to avoid the coronavirus is seen as remarkable and noteworthy.,Viewpoint: The meme views the efforts to manage the COVID-19 pandemic with a negative sentiment because its challenges are seen as overwhelming and exhausting.
Aspect: 2020 experience,Aspect: 2020 experiences,Aspect: experiences in 2020,Aspect: challenges,Aspect: political and personal fortunes,Aspect: 2020 experience,Aspect: political and personal experiences during the 2020 pandemic,Aspect: experiences in 2020,Aspect: leadership,"Aspect: personal and political setbacks in 2020 (contracting COVID-19, losing the election, leaving the White House)",Aspect: 2020 experiences,Aspect: experiences in 2020,https://memett-original.s3.amazonaws.com/covid_memes_509.png,Opinion: unfortunate and deserved,Opinion: unfortunate,Opinion: negative,Opinion: overwhelming and unprecedented,Opinion: poor,Opinion: tumultuous and challenging,Opinion: a series of humiliating failures,Opinion: unfortunate and humiliating,Opinion: inappropriate and criticized,"Opinion: satirically comparable to the widespread hardships faced by ordinary people, thus mocking his situation",Opinion: unfortunate,Opinion: full of irony and misfortune,Sentiment: negative,Sentiment: negative,Sentiment: negative,Sentiment: negative,Sentiment: negative,Sentiment: negative,Sentiment: negative,Sentiment: negative,Sentiment: negative,Sentiment: negative,Sentiment: negative,Sentiment: negative,Harm-C,4001,4003,4010,4005,4004,4009,4006,4002,4007,4000,4011,4008,Target: Donald Trump,Target: Donald Trump,Target: Donald Trump,Target: the year 2020,Target: Donald Trump,Target: Donald Trump,Target: Donald Trump,Target: Donald Trump,Target: Donald Trump's actions during the 2020 period,Target: Donald Trump,Target: Donald Trump,Target: Donald Trump,Viewpoint: The meme views Donald Trump with a negative sentiment because his 2020 experience is seen as unfortunate and deserved.,Viewpoint: The meme views Donald Trump with a negative sentiment because his 2020 experiences are seen as unfortunate.,Viewpoint: The meme views Donald Trump with a negative sentiment because his experiences in 2020 are seen as negative.,Viewpoint: The meme views the year 2020 with a negative sentiment because its challenges are seen as overwhelming and unprecedented.,Viewpoint: The meme views Donald Trump with a negative sentiment because his political and personal fortunes are seen as poor.,Viewpoint: The meme views Donald Trump with a negative sentiment because his 2020 experience is seen as tumultuous and challenging.,Viewpoint: The meme views Donald Trump with a negative sentiment because his political and personal experiences during the 2020 pandemic are seen as a series of humiliating failures.,Viewpoint: The meme views Donald Trump with a negative sentiment because his experiences in 2020 are seen as unfortunate and humiliating.,Viewpoint: The meme views Donald Trump's actions during the 2020 period with a negative sentiment because his leadership is seen as inappropriate and criticized.,"Viewpoint: The meme views Donald Trump with a negative sentiment because his/her/their personal and political setbacks in 2020 (contracting COVID-19, losing the election, leaving the White House) is/are seen as satirically comparable to the widespread hardships faced by ordinary people, thus mocking his situation.",Viewpoint: The meme views Donald Trump with a negative sentiment because his 2020 experiences are seen as unfortunate.,Viewpoint: The meme views Donald Trump with a negative sentiment because his experiences in 2020 are seen as full of irony and misfortune.
